Partial-Vaccinated,State,Total,Total-Vaccinated,Vaccinated-today,date
231165.0,Mizoram,278197.0,47032.0,540.0,2021-05-08
275381.0,Meghalaya,343288.0,67907.0,3985.0,2021-05-08
263612.0,Manipur,330507.0,66895.0,7575.0,2021-05-08
14628881.0,Maharashtra,17947420.0,3318539.0,236423.0,2021-05-08
7201637.0,Madhya Pradesh,8634077.0,1432440.0,115491.0,2021-05-08
42217.0,Daman and Diu,52983.0,10766.0,626.0,2021-05-08
81960.0,Ladakh,118299.0,36339.0,835,2021-05-07
14458039.0,Maharashtra,17693374.0,3235335.0,363129,2021-05-07
3234007.0,Punjab,3790968.0,556961.0,63432,2021-05-07
256439.0,Manipur,322790.0,66351.0,8036,2021-05-07
271522.0,Meghalaya,338720.0,67198.0,8149,2021-05-07
230710.0,Mizoram,277545.0,46835.0,1999,2021-05-07
172092.0,Nagaland,218384.0,46292.0,2116,2021-05-07
5032726.0,Odisha,6115427.0,1082701.0,74193,2021-05-07
175852.0,Puducherry,214047.0,38195.0,2920,2021-05-07
11346992.0,Rajasthan,13891493.0,2544501.0,136549,2021-05-07
20131.0,Lakshadweep,25396.0,5265.0,73,2021-05-07
164598.0,Sikkim,218368.0,53770.0,2713,2021-05-07
4866561.0,Tamil Nadu,6478830.0,1612269.0,76961,2021-05-07
4376415.0,Telangana,5122572.0,746157.0,78627,2021-05-07
946489.0,Tripura,1396362.0,449873.0,25221,2021-05-07
10833025.0,Uttar Pradesh,13559957.0,2726932.0,137130,2021-05-07
1753256.0,Uttarakhand,2307663.0,554407.0,45259,2021-05-07
7151755.0,Madhya Pradesh,8508272.0,1356517.0,15229,2021-05-07
6168780.0,Kerala,7869269.0,1700489.0,157961,2021-05-07
41962.0,Daman and Diu,52319.0,10357.0,1030,2021-05-07
40171.0,Dadra and Nagar Haveli,49910.0,9739.0,481,2021-05-07
5393064.0,Andhra Pradesh,7255219.0,1862155.0,95064,2021-05-07
205709.0,Arunachal Pradesh,273182.0,67473.0,4937,2021-05-07
2277554.0,Assam,2919568.0,642014.0,79809,2021-05-07
6261291.0,Bihar,7698767.0,1437476.0,65868,2021-05-07
183067.0,Chandigarh,243450.0,60383.0,5559,2021-05-07
4950080.0,Chhattisgarh,5815669.0,865589.0,23489,2021-05-07
2951479.0,Delhi,3774068.0,822589.0,79605,2021-05-07
8527328.0,Karnataka,10450470.0,1923142.0,110289,2021-05-07
305206.0,Goa,386450.0,81244.0,6292,2021-05-07
10593635.0,Gujarat,13680484.0,3086849.0,178923,2021-05-07
3518724.0,Haryana,4204923.0,686199.0,96738,2021-05-07
1688202.0,Himachal Pradesh,2037602.0,349400.0,28946,2021-05-07
2208633.0,Jammu and Kashmir,2673010.0,464377.0,54135,2021-05-07
2702393.0,Jharkhand,3257332.0,554939.0,20133,2021-05-07
8808010.0,West Bengal,11839680.0,3031670.0,224081,2021-05-07
96970.0,Andaman and Nicobar Islands,110161.0,13191.0,916,2021-05-07
5345545.0,Andhra Pradesh,7140106.0,1794561.0,151685,2021-05-06
10505574.0,Gujarat,13473812.0,2968238.0,181715,2021-05-06
81061.0,Ladakh,117233.0,36172.0,1807,2021-05-06
6137985.0,Kerala,7705285.0,1567300.0,101028,2021-05-06
8468403.0,Karnataka,10314190.0,1845787.0,135356,2021-05-06
2691611.0,Jharkhand,3233186.0,541575.0,18150,2021-05-06
2166988.0,Jammu and Kashmir,2610901.0,443913.0,43349,2021-05-06
1671620.0,Himachal Pradesh,2005160.0,333540.0,43520,2021-05-06
3447474.0,Haryana,4094206.0,646732.0,97727,2021-05-06
300663.0,Goa,379927.0,79264.0,5574,2021-05-06
7146019.0,Madhya Pradesh,8490151.0,1344132.0,98163,2021-05-06
2883317.0,Delhi,3693814.0,810497.0,114619,2021-05-06
39996.0,Dadra and Nagar Haveli,49408.0,9412.0,412,2021-05-06
4939907.0,Chhattisgarh,5786848.0,846941.0,33316,2021-05-06
179429.0,Chandigarh,237473.0,58044.0,6152,2021-05-06
6212706.0,Bihar,7604097.0,1391391.0,92472,2021-05-06
2211808.0,Assam,2835452.0,623644.0,46307,2021-05-06
41429.0,Daman and Diu,51152.0,9723.0,738,2021-05-06
19986.0,Lakshadweep,25040.0,5054.0,137,2021-05-06
202965.0,Arunachal Pradesh,267741.0,64776.0,5419,2021-05-06
96229.0,Andaman and Nicobar Islands,109060.0,12831.0,1006,2021-05-06
11266670.0,Rajasthan,13736919.0,2470249.0,97337,2021-05-06
8777268.0,West Bengal,11594723.0,2817455.0,82132,2021-05-06
1734466.0,Uttarakhand,2256480.0,522014.0,51177,2021-05-06
10742503.0,Uttar Pradesh,13402535.0,2660032.0,152013,2021-05-06
936213.0,Tripura,1362400.0,426187.0,27474,2021-05-06
4823176.0,Tamil Nadu,6379188.0,1556012.0,80727,2021-05-06
164073.0,Sikkim,215456.0,51383.0,2556,2021-05-06
4325903.0,Telangana,5042065.0,716162.0,79363,2021-05-06
3189159.0,Punjab,3718025.0,528866.0,71234,2021-05-06
174826.0,Puducherry,210910.0,36084.0,2870,2021-05-06
5006410.0,Odisha,6028359.0,1021949.0,47351,2021-05-06
170531.0,Nagaland,216162.0,45631.0,2535,2021-05-06
229045.0,Mizoram,275391.0,46346.0,3983,2021-05-06
264289.0,Meghalaya,330208.0,65919.0,8380,2021-05-06
248868.0,Manipur,314431.0,65563.0,9743,2021-05-06
14214775.0,Maharashtra,17296109.0,3081334.0,453331,2021-05-06
3137052.0,Punjab,3636037.0,498985.0,74234.0,2021-05-05
239758.0,Manipur,304470.0,64712.0,11971.0,2021-05-05
257079.0,Meghalaya,321391.0,64312.0,6281.0,2021-05-05
225232.0,Mizoram,271141.0,45909.0,3548.0,2021-05-05
168825.0,Nagaland,213511.0,44686.0,3439.0,2021-05-05
4987030.0,Odisha,5975193.0,988163.0,20864.0,2021-05-05
173767.0,Puducherry,207774.0,34007.0,2567.0,2021-05-05
8764695.0,West Bengal,11506727.0,2742032.0,88620.0,2021-05-05
11195379.0,Rajasthan,13626322.0,2430943.0,119219.0,2021-05-05
163194.0,Sikkim,212688.0,49494.0,2195.0,2021-05-05
4275187.0,Telangana,4960587.0,685400.0,77524.0,2021-05-05
927468.0,Tripura,1328697.0,401229.0,17006.0,2021-05-05
10642247.0,Uttar Pradesh,13228006.0,2585759.0,146246.0,2021-05-05
1712874.0,Uttarakhand,2197687.0,484813.0,43103.0,2021-05-05
7110730.0,Madhya Pradesh,8380264.0,1269534.0,118739.0,2021-05-05
41128.0,Daman and Diu,50339.0,9211.0,638.0,2021-05-05
13935541.0,Maharashtra,16802255.0,2866714.0,258820.0,2021-05-05
10417828.0,Gujarat,13267196.0,2849368.0,154493.0,2021-05-05
19872.0,Lakshadweep,24766.0,4894.0,208.0,2021-05-05
79276.0,Ladakh,115161.0,35885.0,2102.0,2021-05-05
95500.0,Andaman and Nicobar Islands,107955.0,12455.0,706.0,2021-05-05
5273196.0,Andhra Pradesh,6947225.0,1674029.0,173142.0,2021-05-05
2176851.0,Assam,2785838.0,608987.0,30089.0,2021-05-05
6150797.0,Bihar,7475869.0,1325072.0,81640.0,2021-05-05
175618.0,Chandigarh,230822.0,55204.0,4841.0,2021-05-05
4925570.0,Chhattisgarh,5746229.0,820659.0,25724.0,2021-05-05
39856.0,Dadra and Nagar Haveli,48965.0,9109.0,264.0,2021-05-05
2800013.0,Delhi,3576091.0,776078.0,67422.0,2021-05-05
296579.0,Goa,373997.0,77418.0,4929.0,2021-05-05
3374963.0,Haryana,3987098.0,612135.0,55570.0,2021-05-05
1645491.0,Himachal Pradesh,1956253.0,310762.0,32584.0,2021-05-05
2133638.0,Jammu and Kashmir,2560453.0,426815.0,50068.0,2021-05-05
2681933.0,Jharkhand,3211894.0,529961.0,21783.0,2021-05-05
8387120.0,Karnataka,10150823.0,1763703.0,160170.0,2021-05-05
6118358.0,Kerala,7600484.0,1482126.0,22313.0,2021-05-05
199517.0,Arunachal Pradesh,261968.0,62451.0,4389.0,2021-05-05
4781479.0,Tamil Nadu,6279062.0,1497583.0,52823.0,2021-05-05
5204180.0,Andhra Pradesh,6748028.0,1543848.0,12394.0,2021-05-04
2742953.0,Delhi,3507635.0,764682.0,89898.0,2021-05-04
6110419.0,Kerala,7577304.0,1466885.0,63546.0,2021-05-04
8289078.0,Karnataka,9962735.0,1673657.0,53739.0,2021-05-04
2671304.0,Jharkhand,3186484.0,515180.0,17146.0,2021-05-04
2091960.0,Jammu and Kashmir,2503624.0,411664.0,31688.0,2021-05-04
1624444.0,Himachal Pradesh,1920953.0,296509.0,42962.0,2021-05-04
10330960.0,Gujarat,13094157.0,2763197.0,114562.0,2021-05-04
292908.0,Goa,368857.0,75949.0,5133.0,2021-05-04
39710.0,Dadra and Nagar Haveli,48688.0,8978.0,244.0,2021-05-04
19666.0,Lakshadweep,24226.0,4560.0,95.0,2021-05-04
4914311.0,Chhattisgarh,5715512.0,801201.0,25045.0,2021-05-04
172057.0,Chandigarh,225542.0,53485.0,4623.0,2021-05-04
6092049.0,Bihar,7359866.0,1267817.0,93714.0,2021-05-04
2152500.0,Assam,2751204.0,598704.0,68845.0,2021-05-04
196476.0,Arunachal Pradesh,256929.0,60453.0,3984.0,2021-05-04
95064.0,Andaman and Nicobar Islands,107018.0,11954.0,425.0,2021-05-04
40844.0,Daman and Diu,49618.0,8774.0,561.0,2021-05-04
77322.0,Ladakh,112903.0,35581.0,1791.0,2021-05-04
3335067.0,Haryana,3926299.0,591232.0,67459.0,2021-05-04
7071530.0,Madhya Pradesh,8249533.0,1178003.0,18472.0,2021-05-04
3087605.0,Punjab,3556000.0,468395.0,16525.0,2021-05-04
1695482.0,Uttarakhand,2149462.0,453980.0,29083.0,2021-05-04
13799328.0,Maharashtra,16528345.0,2729017.0,97835.0,2021-05-04
10544891.0,Uttar Pradesh,13062635.0,2517744.0,155591.0,2021-05-04
921704.0,Tripura,1307268.0,385564.0,17489.0,2021-05-04
4227755.0,Telangana,4881513.0,653758.0,63174.0,2021-05-04
4750360.0,Tamil Nadu,6210666.0,1460306.0,56345.0,2021-05-04
11108037.0,Rajasthan,13497182.0,2389145.0,126214.0,2021-05-04
162666.0,Sikkim,210281.0,47615.0,2417.0,2021-05-04
172686.0,Puducherry,204860.0,32174.0,1811.0,2021-05-04
4974065.0,Odisha,5951030.0,976965.0,23633.0,2021-05-04
166102.0,Nagaland,209918.0,43816.0,4067.0,2021-05-04
221866.0,Mizoram,267561.0,45695.0,3768.0,2021-05-04
251797.0,Meghalaya,314897.0,63100.0,7001.0,2021-05-04
228369.0,Manipur,292122.0,63753.0,9953.0,2021-05-04
8750404.0,West Bengal,11409897.0,2659493.0,136784.0,2021-05-04
75744.0,Ladakh,111070.0,35326.0,1326.0,2021-05-03
3279593.0,Haryana,3855063.0,575470.0,56784.0,2021-05-03
19460.0,Lakshadweep,23908.0,4448.0,171.0,2021-05-03
6092349.0,Kerala,7511454.0,1419105.0,82212.0,2021-05-03
8253648.0,Karnataka,9901051.0,1647403.0,73585.0,2021-05-03
2661873.0,Jharkhand,3165998.0,504125.0,16604.0,2021-05-03
2065375.0,Jammu and Kashmir,2467470.0,402095.0,46631.0,2021-05-03
1595354.0,Himachal Pradesh,1874042.0,278688.0,41319.0,2021-05-03
6027693.0,Bihar,7233171.0,1205478.0,98308.0,2021-05-03
10243032.0,Gujarat,12966110.0,2723078.0,144687.0,2021-05-03
288805.0,Goa,363592.0,74787.0,5179.0,2021-05-03
2676373.0,Delhi,3415728.0,739355.0,89272.0,2021-05-03
39587.0,Dadra and Nagar Haveli,48439.0,8852.0,300.0,2021-05-03
4902668.0,Chhattisgarh,5684458.0,781790.0,31462.0,2021-05-03
168672.0,Chandigarh,220462.0,51790.0,4262.0,2021-05-03
2096948.0,Assam,2675846.0,578898.0,81601.0,2021-05-03
13739753.0,Maharashtra,16425887.0,2686134.0,78909.0,2021-05-03
7065585.0,Madhya Pradesh,8228404.0,1162819.0,67893.0,2021-05-03
94633.0,Andaman and Nicobar Islands,106250.0,11617.0,868.0,2021-05-03
218548.0,Manipur,281500.0,62952.0,14241.0,2021-05-03
245544.0,Meghalaya,307452.0,61908.0,8661.0,2021-05-03
40640.0,Daman and Diu,49026.0,8386.0,505.0,2021-05-03
5195851.0,Andhra Pradesh,6732767.0,1536916.0,32502.0,2021-05-03
8725020.0,West Bengal,11256097.0,2531077.0,176239.0,2021-05-03
1683130.0,Uttarakhand,2117345.0,434215.0,10333.0,2021-05-03
10439785.0,Uttar Pradesh,12884995.0,2445210.0,159257.0,2021-05-03
915489.0,Tripura,1284939.0,369450.0,14943.0,2021-05-03
4178677.0,Telangana,4815920.0,637243.0,26888.0,2021-05-03
4716835.0,Tamil Nadu,6135244.0,1418409.0,74902.0,2021-05-03
162016.0,Sikkim,207754.0,45738.0,2529.0,2021-05-03
11008158.0,Rajasthan,13351069.0,2342911.0,158648.0,2021-05-03
3073058.0,Punjab,3535078.0,462020.0,31475.0,2021-05-03
171878.0,Puducherry,202793.0,30915.0,2433.0,2021-05-03
4958904.0,Odisha,5920244.0,961340.0,40928.0,2021-05-03
163607.0,Nagaland,205316.0,41709.0,4897.0,2021-05-03
218549.0,Mizoram,263667.0,45118.0,4763.0,2021-05-03
193841.0,Arunachal Pradesh,252527.0,58686.0,5733.0,2021-05-03
94125.0,Andaman and Nicobar Islands,105285.0,11160.0,37,2021-05-02
1566274.0,Himachal Pradesh,1828966.0,262692.0,5166,2021-05-02
5176393.0,Andhra Pradesh,6696325.0,1519932.0,22,2021-05-02
13677591.0,Maharashtra,16342814.0,2665223.0,47443,2021-05-02
237840.0,Meghalaya,298411.0,60571.0,140,2021-05-02
213944.0,Mizoram,258830.0,44886.0,0,2021-05-02
159934.0,Nagaland,200279.0,40345.0,403,2021-05-02
4939787.0,Odisha,5874337.0,934550.0,698,2021-05-02
170746.0,Puducherry,200100.0,29354.0,507,2021-05-02
3047712.0,Punjab,3498524.0,450812.0,26961,2021-05-02
190514.0,Arunachal Pradesh,246580.0,56066.0,916,2021-05-02
161376.0,Sikkim,204990.0,43614.0,20,2021-05-02
4679335.0,Tamil Nadu,6046415.0,1367080.0,6447,2021-05-02
4158090.0,Telangana,4787811.0,629721.0,0,2021-05-02
909670.0,Tripura,1267044.0,357374.0,2007,2021-05-02
10334346.0,Uttar Pradesh,12705437.0,2371091.0,419,2021-05-02
1677900.0,Uttarakhand,2105869.0,427969.0,6036,2021-05-02
8692844.0,West Bengal,11066324.0,2373480.0,5814,2021-05-02
40436.0,Daman and Diu,48488.0,8052.0,238,2021-05-02
205037.0,Manipur,266791.0,61754.0,1066,2021-05-02
10894243.0,Rajasthan,13173409.0,2279166.0,80191,2021-05-02
7046019.0,Madhya Pradesh,8154964.0,1108945.0,5419,2021-05-02
284560.0,Goa,358280.0,73720.0,2945,2021-05-02
19319.0,Lakshadweep,23634.0,4315.0,2,2021-05-02
2033174.0,Assam,2589899.0,556725.0,9175,2021-05-02
5965407.0,Bihar,7110550.0,1145143.0,47621,2021-05-02
165617.0,Chandigarh,215894.0,50277.0,2530,2021-05-02
39454.0,Dadra and Nagar Haveli,48131.0,8677.0,51,2021-05-02
2613227.0,Delhi,3324902.0,711675.0,1571,2021-05-02
4887659.0,Chhattisgarh,5646987.0,759328.0,21418,2021-05-02
10161231.0,Gujarat,12803024.0,2641793.0,105708,2021-05-02
3230331.0,Haryana,3796956.0,566625.0,18310,2021-05-02
2027309.0,Jammu and Kashmir,2415072.0,387763.0,34810,2021-05-02
2653112.0,Jharkhand,3146799.0,493687.0,8947,2021-05-02
8204770.0,Karnataka,9817518.0,1612748.0,33673,2021-05-02
6069760.0,Kerala,7426176.0,1356416.0,307,2021-05-02
75065.0,Ladakh,109696.0,34631.0,116,2021-05-02
10835900.0,Rajasthan,13084309.0,2248409.0,50916,2021-05-01
202264.0,Manipur,263966.0,61702.0,12838,2021-05-01
237480.0,Meghalaya,298016.0,60536.0,6392,2021-05-01
213866.0,Mizoram,258683.0,44817.0,2429,2021-05-01
159555.0,Nagaland,199845.0,40290.0,955,2021-05-01
4938147.0,Odisha,5871726.0,933579.0,769,2021-05-01
170421.0,Puducherry,199568.0,29147.0,1579,2021-05-01
3022501.0,Punjab,3465616.0,443115.0,61672,2021-05-01
40324.0,Daman and Diu,48238.0,7914.0,532,2021-05-01
161364.0,Sikkim,204960.0,43596.0,863,2021-05-01
4671707.0,Tamil Nadu,6030884.0,1359177.0,61148,2021-05-01
4157933.0,Telangana,4787544.0,629611.0,586,2021-05-01
907499.0,Tripura,1261570.0,354071.0,17213,2021-05-01
10331285.0,Uttar Pradesh,12700692.0,2369407.0,122632,2021-05-01
1674974.0,Uttarakhand,2099055.0,424081.0,17847,2021-05-01
8689947.0,West Bengal,11058053.0,2368106.0,73122,2021-05-01
7043286.0,Madhya Pradesh,8147203.0,1103917.0,62623,2021-05-01
13637082.0,Maharashtra,16292753.0,2655671.0,95057,2021-05-01
94002.0,Andaman and Nicobar Islands,105090.0,11088.0,664,2021-05-01
19170.0,Lakshadweep,23444.0,4274.0,46,2021-05-01
2611942.0,Delhi,3323249.0,711307.0,49620,2021-05-01
74984.0,Ladakh,109442.0,34458.0,752,2021-05-01
189910.0,Arunachal Pradesh,245524.0,55614.0,3811,2021-05-01
2020530.0,Assam,2574065.0,553535.0,79278,2021-05-01
5928725.0,Bihar,7047770.0,1119045.0,58134,2021-05-01
163599.0,Chandigarh,213216.0,49617.0,4450,2021-05-01
4876021.0,Chhattisgarh,5620382.0,744361.0,39999,2021-05-01
39429.0,Dadra and Nagar Haveli,48082.0,8653.0,246,2021-05-01
5174960.0,Andhra Pradesh,6694297.0,1519337.0,92728,2021-05-01
282005.0,Goa,355269.0,73264.0,5381,2021-05-01
3211614.0,Haryana,3776747.0,565133.0,12638,2021-05-01
1562272.0,Himachal Pradesh,1823400.0,261128.0,28249,2021-05-01
1995989.0,Jammu and Kashmir,2376239.0,380250.0,24461,2021-05-01
2647485.0,Jharkhand,3135680.0,488195.0,18087,2021-05-01
8178490.0,Karnataka,9776943.0,1598453.0,116058,2021-05-01
10092582.0,Gujarat,12679389.0,2586807.0,191873,2021-05-01
6069726.0,Kerala,7425416.0,1355690.0,45964,2021-05-01
2581651.0,Delhi,3271950.0,690299.0,44856,2021-04-30
2635993.0,Jharkhand,3114125.0,478132.0,27152,2021-04-30
1974919.0,Jammu and Kashmir,2348049.0,373130.0,32231,2021-04-30
1541255.0,Himachal Pradesh,1793341.0,252086.0,46615,2021-04-30
3199035.0,Haryana,3758377.0,559342.0,27468,2021-04-30
9965407.0,Gujarat,12457754.0,2492347.0,172324,2021-04-30
277125.0,Goa,349718.0,72593.0,8352,2021-04-30
5881859.0,Bihar,6967492.0,1085633.0,72599,2021-04-30
39288.0,Dadra and Nagar Haveli,47829.0,8541.0,523,2021-04-30
4853003.0,Chhattisgarh,5570909.0,717906.0,54788,2021-04-30
160071.0,Chandigarh,208489.0,48418.0,6186,2021-04-30
1946800.0,Assam,2480734.0,533934.0,118140,2021-04-30
187103.0,Arunachal Pradesh,241423.0,54320.0,6348,2021-04-30
5112011.0,Andhra Pradesh,6579034.0,1467023.0,197820,2021-04-30
93493.0,Andaman and Nicobar Islands,104374.0,10881.0,1296,2021-04-30
6051350.0,Kerala,7376934.0,1325584.0,142880,2021-04-30
8090917.0,Karnataka,9642439.0,1551522.0,215535,2021-04-30
4928197.0,Odisha,5856695.0,928498.0,67948,2021-04-30
74571.0,Ladakh,108166.0,33595.0,709,2021-04-30
10797155.0,Rajasthan,13021948.0,2224793.0,69261,2021-04-30
1665065.0,Uttarakhand,2079214.0,414149.0,39655,2021-04-30
8662227.0,West Bengal,10971948.0,2309721.0,173234,2021-04-30
10240750.0,Uttar Pradesh,12557806.0,2317056.0,174829,2021-04-30
898611.0,Tripura,1236761.0,338150.0,36110,2021-04-30
4151762.0,Telangana,4780184.0,628422.0,157922,2021-04-30
4635084.0,Tamil Nadu,5947056.0,1311972.0,76675,2021-04-30
161083.0,Sikkim,203966.0,42883.0,3148,2021-04-30
2968888.0,Punjab,3394080.0,425192.0,90400,2021-04-30
18888.0,Lakshadweep,23024.0,4136.0,72,2021-04-30
169488.0,Puducherry,197864.0,28376.0,3448,2021-04-30
158602.0,Nagaland,198817.0,40215.0,3299,2021-04-30
211334.0,Mizoram,256067.0,44733.0,5478,2021-04-30
230464.0,Meghalaya,290380.0,59916.0,14233,2021-04-30
188954.0,Manipur,250108.0,61154.0,21146,2021-04-30
13561437.0,Maharashtra,16183847.0,2622410.0,285940,2021-04-30
7023042.0,Madhya Pradesh,8079538.0,1056496.0,2516,2021-04-30
40070.0,Daman and Diu,47667.0,7597.0,746,2021-04-30
2896032.0,Punjab,3292863.0,396831.0,71942.0,2021-04-29
182123.0,Arunachal Pradesh,234677.0,52554.0,6656.0,2021-04-29
4988411.0,Andhra Pradesh,6353841.0,1365430.0,58495.0,2021-04-29
168095.0,Manipur,228164.0,60069.0,13230.0,2021-04-29
216622.0,Meghalaya,275009.0,58387.0,14988.0,2021-04-29
206116.0,Mizoram,250446.0,44330.0,6208.0,2021-04-29
155613.0,Nagaland,195428.0,39815.0,5196.0,2021-04-29
4889024.0,Odisha,5778140.0,889116.0,24062.0,2021-04-29
167707.0,Puducherry,193958.0,26251.0,2826.0,2021-04-29
92417.0,Andaman and Nicobar Islands,102998.0,10581.0,931.0,2021-04-29
10745384.0,Rajasthan,12936289.0,2190905.0,99440.0,2021-04-29
159827.0,Sikkim,200586.0,40759.0,3421.0,2021-04-29
4589747.0,Tamil Nadu,5845197.0,1255450.0,80490.0,2021-04-29
4010610.0,Telangana,4612780.0,602170.0,62803.0,2021-04-29
882252.0,Tripura,1189803.0,307551.0,39173.0,2021-04-29
10125866.0,Uttar Pradesh,12353995.0,2228129.0,161250.0,2021-04-29
1639998.0,Uttarakhand,2036059.0,396061.0,40449.0,2021-04-29
8596240.0,West Bengal,10781641.0,2185401.0,137036.0,2021-04-29
13360080.0,Maharashtra,15870448.0,2510368.0,271459.0,2021-04-29
7022419.0,Madhya Pradesh,8077002.0,1054583.0,2837.0,2021-04-29
18386.0,Lakshadweep,22410.0,4024.0,95.0,2021-04-29
269749.0,Goa,340659.0,70910.0,7803.0,2021-04-29
1846567.0,Assam,2349267.0,502700.0,98761.0,2021-04-29
5821599.0,Bihar,6869722.0,1048123.0,85080.0,2021-04-29
155689.0,Chandigarh,201907.0,46218.0,5495.0,2021-04-29
4823914.0,Chhattisgarh,5507510.0,683596.0,32104.0,2021-04-29
39016.0,Dadra and Nagar Haveli,47279.0,8263.0,348.0,2021-04-29
2558135.0,Delhi,3224828.0,666693.0,73725.0,2021-04-29
9873924.0,Gujarat,12251389.0,2377465.0,168683.0,2021-04-29
74391.0,Ladakh,107405.0,33014.0,1376.0,2021-04-29
3177552.0,Haryana,3723444.0,545892.0,40007.0,2021-04-29
1505397.0,Himachal Pradesh,1743174.0,237777.0,48985.0,2021-04-29
1946913.0,Jammu and Kashmir,2311019.0,364106.0,48773.0,2021-04-29
2619343.0,Jharkhand,3083117.0,463774.0,26862.0,2021-04-29
7940695.0,Karnataka,9400272.0,1459577.0,107052.0,2021-04-29
6006391.0,Kerala,7229177.0,1222786.0,83201.0,2021-04-29
39664.0,Daman and Diu,46869.0,7205.0,548.0,2021-04-29
158440.0,Sikkim,196919.0,38479.0,2874.0,2021-04-28
176888.0,Arunachal Pradesh,227853.0,50965.0,5522.0,2021-04-28
10669656.0,Rajasthan,12811445.0,2141789.0,128976.0,2021-04-28
201997.0,Meghalaya,258617.0,56620.0,15537.0,2021-04-28
199452.0,Mizoram,243364.0,43912.0,7697.0,2021-04-28
150753.0,Nagaland,189590.0,38837.0,6108.0,2021-04-28
4867136.0,Odisha,5741648.0,874512.0,33970.0,2021-04-28
166115.0,Puducherry,190808.0,24693.0,2723.0,2021-04-28
2837315.0,Punjab,3211403.0,374088.0,73967.0,2021-04-28
4544279.0,Tamil Nadu,5740648.0,1196369.0,89924.0,2021-04-28
13184469.0,Maharashtra,15577636.0,2393167.0,236339.0,2021-04-28
3955399.0,Telangana,4542064.0,586665.0,132595.0,2021-04-28
866008.0,Tripura,1139662.0,273654.0,19208.0,2021-04-28
10018842.0,Uttar Pradesh,12169041.0,2150199.0,95311.0,2021-04-28
1612469.0,Uttarakhand,1992077.0,379608.0,36149.0,2021-04-28
8539976.0,West Bengal,10630769.0,2090793.0,179754.0,2021-04-28
39385.0,Daman and Diu,46286.0,6901.0,504.0,2021-04-28
155151.0,Manipur,214148.0,58997.0,12919.0,2021-04-28
7020074.0,Madhya Pradesh,8071696.0,1051622.0,55432.0,2021-04-28
1766829.0,Assam,2242653.0,475824.0,44222.0,2021-04-28
9787160.0,Gujarat,12053881.0,2266721.0,128869.0,2021-04-28
5752082.0,Bihar,6761471.0,1009389.0,78503.0,2021-04-28
151928.0,Chandigarh,196055.0,44127.0,5576.0,2021-04-28
4807697.0,Chhattisgarh,5469617.0,661920.0,27205.0,2021-04-28
38831.0,Dadra and Nagar Haveli,46903.0,8072.0,327.0,2021-04-28
2512508.0,Delhi,3147893.0,635385.0,31559.0,2021-04-28
262802.0,Goa,331720.0,68918.0,8098.0,2021-04-28
3147907.0,Haryana,3675837.0,527930.0,34216.0,2021-04-28
18120.0,Lakshadweep,22090.0,3970.0,21.0,2021-04-28
1468126.0,Himachal Pradesh,1689867.0,221741.0,42919.0,2021-04-28
1904409.0,Jammu and Kashmir,2256066.0,351657.0,62582.0,2021-04-28
2603179.0,Jharkhand,3053082.0,449903.0,21287.0,2021-04-28
7864503.0,Karnataka,9276973.0,1412470.0,165450.0,2021-04-28
5967887.0,Kerala,7144083.0,1176196.0,36070.0,2021-04-28
73967.0,Ladakh,105808.0,31841.0,1750.0,2021-04-28
4955046.0,Andhra Pradesh,6281949.0,1326903.0,91754.0,2021-04-28
91394.0,Andaman and Nicobar Islands,101770.0,10376.0,1103.0,2021-04-28
39124.0,Daman and Diu,45747.0,6623.0,482,2021-04-27
10578840.0,Rajasthan,12659945.0,2081105.0,89435,2021-04-27
142612.0,Manipur,200674.0,58062.0,8255,2021-04-27
187409.0,Meghalaya,242572.0,55163.0,16081,2021-04-27
191344.0,Mizoram,235041.0,43697.0,11372,2021-04-27
145555.0,Nagaland,183201.0,37646.0,4802,2021-04-27
4837588.0,Odisha,5691740.0,854152.0,58531,2021-04-27
164814.0,Puducherry,187897.0,23083.0,2391,2021-04-27
2779190.0,Punjab,3131430.0,352240.0,40168,2021-04-27
157168.0,Sikkim,193834.0,36666.0,3642,2021-04-27
6996487.0,Madhya Pradesh,8010474.0,1013987.0,15613,2021-04-27
4495630.0,Tamil Nadu,5624732.0,1129102.0,112708,2021-04-27
3837190.0,Telangana,4400003.0,562813.0,103031,2021-04-27
856586.0,Tripura,1113260.0,256674.0,36115,2021-04-27
9953817.0,Uttar Pradesh,12061238.0,2107421.0,99170,2021-04-27
1587147.0,Uttarakhand,1953190.0,366043.0,31078,2021-04-27
8467133.0,West Bengal,10437665.0,1970532.0,191381,2021-04-27
90454.0,Andaman and Nicobar Islands,100571.0,10117.0,1356,2021-04-27
13030894.0,Maharashtra,15321730.0,2290836.0,387053,2021-04-27
4904030.0,Andhra Pradesh,6177693.0,1273663.0,169853,2021-04-27
17998.0,Lakshadweep,21928.0,3930.0,41,2021-04-27
256196.0,Goa,323213.0,67017.0,9797,2021-04-27
73508.0,Ladakh,103717.0,30209.0,2052,2021-04-27
1728642.0,Assam,2192325.0,463683.0,80545,2021-04-27
5686449.0,Bihar,6661790.0,975341.0,80912,2021-04-27
148026.0,Chandigarh,190041.0,42015.0,5438,2021-04-27
4791314.0,Chhattisgarh,5438541.0,647227.0,27319,2021-04-27
38690.0,Dadra and Nagar Haveli,46553.0,7863.0,352,2021-04-27
